customer_id,customer_name,age,gender,city,membership_type,join_date
CUST_1046,Customer_46,46.0,Male,Bangalore,Platinum,2021-09-14
CUST_1047,Customer_47,40.0,Other,Delhi,Silver,2022-06-06
CUST_1048,Customer_48,34.0,Female,  chennai  ,Silver,2023-01-20
CUST_1049,Customer_49,66.0,Male,Pune,Platinum,2023-11-16
CUST_1050,Customer_50,28.0,Other,Chennai,Platinum,2022-10-19
CUST_1051,Customer_51,45.0,Male,Bangalore,Silver,2021-11-16
CUST_1052,Customer_52,24.0,Male,Pune,Silver,2023-01-04
CUST_1053,Customer_53,62.0,Male,Kolkata,Platinum,2022-02-15
CUST_1054,Customer_54,57.0,Male,Delhi,Silver,2022-04-04
CUST_1055,Customer_55,,Other,Pune,Silver,2021-12-05
CUST_1056,Customer_56,58.0,Male,Kolkata,Silver,2021-08-16
CUST_1057,Customer_57,46.0,Other,Pune,Platinum,2022-01-01
CUST_1058,Customer_58,42.0,Male,Chennai,Platinum,2022-03-10
CUST_1059,Customer_59,24.0,Male,BANGALORE,Gold,2023-05-08
CUST_1060,Customer_60,39.0,Female,Delhi,Gold,2022-03-25
CUST_1061,Customer_61,26.0,Female,Mumbai,Silver,2022-05-22
CUST_1062,Customer_62,28.0,Female,Mumbai,Silver,2021-03-03
CUST_1063,Customer_63,51.0,Female,Mumbai,Gold,2021-07-06
CUST_1064,Customer_64,44.0,Male,Hyderabad,Gold,2023-06-11
CUST_1065,Customer_65,67.0,Male,Delhi,Gold,2023-05-01
CUST_1066,Customer_66,39.0,Other,Pune,Silver,2022-08-31
CUST_1067,Customer_67,20.0,Male,  chennai  ,Silver,2021-09-11
CUST_1068,Customer_68,67.0,Other,Bangalore,Gold,2022-08-02
CUST_1069,Customer_69,65.0,Male,Delhi,Platinum,2021-11-10
CUST_1070,Customer_70,57.0,Male,Hyderabad,Gold,2023-10-03
CUST_1071,Customer_71,25.0,Other,Delhi,Platinum,2022-03-07
CUST_1072,Customer_72,23.0,Female,Bangalore,Platinum,2021-08-10
CUST_1073,Customer_73,42.0,Male,Delhi,Silver,2024-02-01
CUST_1074,Customer_74,19.0,Female,Mumbai,Platinum,2021-11-14
CUST_1075,Customer_75,33.0,Other,Kolkata,Platinum,2023-01-30
CUST_1076,Customer_76,58.0,Male,Pune,Gold,2023-02-05
CUST_1077,Customer_77,68.0,Other,Delhi,Gold,2022-12-28
CUST_1078,Customer_78,38.0,Male,Pune,Platinum,2024-04-07
CUST_1079,Customer_79,32.0,Other,Chennai,Gold,2021-03-13
CUST_1080,Customer_80,51.0,Other,Delhi,Gold,2023-09-17
CUST_1081,Customer_81,64.0,Female,Bangalore,Gold,2022-04-01
CUST_1082,Customer_82,60.0,Female,Kolkata,Gold,2024-01-04
CUST_1083,Customer_83,37.0,Female,Bangalore,Platinum,2022-09-02
CUST_1084,Customer_84,61.0,Male,Kolkata,Platinum,2022-08-20
CUST_1085,Customer_85,48.0,Other,Pune,Platinum,2023-04-17
CUST_1086,Customer_86,32.0,Female,Bangalore,Platinum,2023-07-28
CUST_1087,Customer_87,65.0,Male,Mumbai,Platinum,2023-06-09
CUST_1088,Customer_88,45.0,Female,Bangalore,Silver,2023-02-24
CUST_1089,Customer_89,23.0,Male,Chennai,Gold,2022-06-02
CUST_1090,Customer_90,20.0,Other,Delhi,Silver,2023-04-23
CUST_1091,Customer_91,55.0,Other,Hyderabad,Platinum,2021-02-07
CUST_1092,Customer_92,40.0,Other,Bangalore,Gold,2021-11-15
CUST_1093,Customer_93,20.0,Male,BANGALORE,Platinum,2022-10-02
CUST_1094,Customer_94,62.0,Other,Mumbai,Silver,2021-05-20
CUST_1095,Customer_95,61.0,Male,Delhi,Platinum,2023-07-07
CUST_1096,Customer_96,25.0,Male,Bangalore,Gold,2022-03-03
CUST_1097,Customer_97,19.0,Male,  chennai  ,Platinum,2023-05-05
CUST_1098,Customer_98,24.0,Other,Pune,Platinum,2021-08-03
CUST_1099,Customer_99,34.0,Other,Kolkata,Gold,2022-10-07
CUST_1100,Customer_100,24.0,Other,Bangalore,Silver,2022-06-25
CUST_1101,Customer_101,50.0,Male,Chennai,Silver,2023-05-26
CUST_1102,Customer_102,53.0,Other,  chennai  ,Gold,2022-01-24
CUST_1103,Customer_103,,Male,Pune,Gold,2021-06-01
CUST_1104,Customer_104,21.0,Other,Kolkata,Silver,2024-02-01
CUST_1105,Customer_105,61.0,Male,Hyderabad,Gold,2023-01-17
CUST_1106,Customer_106,33.0,Female,Chennai,Silver,2021-05-13
CUST_1107,Customer_107,38.0,Other,Hyderabad,Platinum,2023-01-12
CUST_1108,Customer_108,35.0,Other,Bangalore,Silver,2023-11-25
CUST_1109,Customer_109,63.0,Male,Hyderabad,Gold,2022-08-15
CUST_1110,Customer_110,63.0,Male,Hyderabad,Platinum,2023-05-17
CUST_1111,Customer_111,45.0,Male,Chennai,Gold,2023-01-24
CUST_1112,Customer_112,60.0,Female,Chennai,Silver,2021-12-10
CUST_1113,Customer_113,33.0,Other,Delhi,Platinum,2022-04-29
CUST_1114,Customer_114,64.0,Male,BANGALORE,Silver,2022-01-23
CUST_1115,Customer_115,39.0,,Chennai,Platinum,2022-06-29
CUST_1116,Customer_116,23.0,Female,Delhi,Gold,2023-05-09
CUST_1117,Customer_117,47.0,Male,Hyderabad,Silver,2023-07-07
CUST_1118,Customer_118,62.0,Other,Kolkata,Platinum,2022-11-30
CUST_1119,Customer_119,45.0,Male,Hyderabad,Platinum,2023-11-01
CUST_1120,Customer_120,34.0,Male,Pune,Platinum,2022-08-04
CUST_1121,Customer_121,53.0,Male,Bangalore,Silver,2024-03-07
CUST_1122,Customer_122,29.0,Female,Kolkata,Gold,2021-05-11
CUST_1123,Customer_123,67.0,Female,Chennai,Gold,2022-01-01
CUST_1124,Customer_124,,Other,Mumbai,Platinum,2022-02-25
CUST_1125,Customer_125,29.0,Female,Kolkata,Gold,2022-02-28
CUST_1126,Customer_126,53.0,Male,Pune,Silver,2021-06-11
CUST_1127,Customer_127,57.0,Female,Chennai,Gold,2021-04-05
CUST_1128,Customer_128,46.0,Other,Pune,Gold,2024-03-31
CUST_1129,Customer_129,19.0,Male,Bangalore,Silver,2023-04-15
CUST_1130,Customer_130,46.0,Male,Pune,Silver,2024-02-14
CUST_1131,Customer_131,47.0,Female,Pune,Gold,2021-08-09
CUST_1132,Customer_132,53.0,Female,Delhi,Gold,2022-04-08
CUST_1133,Customer_133,,Other,  chennai  ,Gold,2023-07-20
CUST_1134,Customer_134,42.0,Male,Chennai,Platinum,2022-11-12
CUST_1135,Customer_135,38.0,Other,BANGALORE,Silver,2022-10-19
CUST_1136,Customer_136,39.0,Female,Hyderabad,Platinum,2021-10-13
CUST_1137,Customer_137,27.0,Male,Mumbai,Platinum,2023-03-31
CUST_1138,Customer_138,48.0,Female,Delhi,Platinum,2022-04-01
CUST_1139,Customer_139,64.0,Male,Kolkata,Platinum,2023-07-08
CUST_1140,Customer_140,26.0,Other,Chennai,Gold,2021-10-02
CUST_1141,Customer_141,58.0,Male,Delhi,Silver,2021-02-06
CUST_1142,Customer_142,56.0,Female,Kolkata,Gold,2022-03-19
CUST_1143,Customer_143,51.0,Male,Hyderabad,Silver,2023-05-25
CUST_1144,Customer_144,56.0,Other,Pune,Platinum,2023-11-26
CUST_1145,Customer_145,58.0,Female,Mumbai,Silver,2021-03-09
CUST_1146,Customer_146,67.0,Other,Kolkata,Silver,2021-12-26
CUST_1147,Customer_147,40.0,Male,Kolkata,Silver,2024-02-19
CUST_1148,Customer_148,29.0,Male,Hyderabad,Silver,2022-12-18
CUST_1149,Customer_149,24.0,Male,Mumbai,Gold,2023-08-06
CUST_1150,Customer_150,49.0,Male,Delhi,Platinum,2022-04-27
CUST_1151,Customer_151,36.0,Female,Pune,Gold,2021-10-16
CUST_1152,Customer_152,39.0,Male,Pune,Platinum,2021-03-31
CUST_1153,Customer_153,33.0,Female,Chennai,Gold,2021-07-31
CUST_1154,Customer_154,25.0,Female,Mumbai,Gold,2022-07-29
CUST_1155,Customer_155,47.0,Female,Hyderabad,Gold,2024-01-01
CUST_1156,Customer_156,68.0,Male,Mumbai,Silver,2023-04-28
CUST_1157,Customer_157,23.0,Male,Kolkata,Silver,2021-10-17
CUST_1158,Customer_158,19.0,Other,Delhi,Silver,2022-01-02
CUST_1159,Customer_159,51.0,Male,Pune,Silver,2021-01-27
CUST_1160,Customer_160,46.0,Male,Delhi,Gold,2022-02-24
CUST_1161,Customer_161,57.0,Male,Delhi,Gold,2023-06-19
CUST_1162,Customer_162,59.0,Female,Kolkata,Platinum,2023-03-16
CUST_1163,Customer_163,60.0,Other,Chennai,Silver,2022-09-04
CUST_1164,Customer_164,69.0,Male,BANGALORE,Silver,2022-04-17
CUST_1165,Customer_165,37.0,Other,Chennai,Silver,2022-01-04
CUST_1166,Customer_166,20.0,Female,Kolkata,Silver,2022-02-14
CUST_1167,Customer_167,65.0,Other,Kolkata,Silver,2023-11-15
CUST_1168,Customer_168,52.0,Other,Bangalore,Silver,2021-06-10
CUST_1169,Customer_169,25.0,Other,Mumbai,Gold,2022-11-09
CUST_1170,Customer_170,68.0,Other,Pune,Silver,2021-01-13
CUST_1171,Customer_171,29.0,Other,Pune,Silver,2021-03-29
CUST_1172,Customer_172,67.0,Female,Hyderabad,Gold,2022-03-15
CUST_1173,Customer_173,62.0,Male,Pune,Platinum,2022-02-25
CUST_1174,Customer_174,60.0,Other,Chennai,Gold,2023-10-28
CUST_1175,Customer_175,49.0,Female,Pune,Silver,2022-05-15
CUST_1176,Customer_176,46.0,Female,Chennai,Gold,2021-09-03
CUST_1177,Customer_177,62.0,Male,Pune,Silver,2021-12-12
CUST_1178,Customer_178,38.0,Female,  chennai  ,Gold,2022-04-25
CUST_1179,Customer_179,20.0,Male,Mumbai,Platinum,2024-01-23
CUST_1180,Customer_180,55.0,Other,Delhi,Silver,2023-06-17
CUST_1181,Customer_181,44.0,Female,Mumbai,Gold,2022-06-04
CUST_1182,Customer_182,20.0,Female,Chennai,Gold,2022-03-06
CUST_1183,Customer_183,18.0,Female,Kolkata,Gold,2021-06-19
CUST_1184,Customer_184,63.0,Other,Delhi,Silver,2021-04-29
CUST_1185,Customer_185,37.0,Male,Bangalore,Gold,2023-01-28
CUST_1186,Customer_186,24.0,Male,Hyderabad,Silver,2021-03-04
CUST_1187,Customer_187,58.0,Female,Mumbai,Silver,2024-02-15
CUST_1188,Customer_188,18.0,Female,Delhi,Platinum,2021-04-19
CUST_1189,Customer_189,27.0,Other,Hyderabad,Platinum,2023-01-16
CUST_1190,Customer_190,62.0,Other,Mumbai,Gold,2022-12-18
CUST_1191,Customer_191,29.0,Male,Chennai,Silver,2022-02-21
CUST_1192,Customer_192,21.0,Female,Chennai,Gold,2023-06-11
CUST_1193,Customer_193,24.0,Female,Kolkata,Silver,2022-12-11
CUST_1194,Customer_194,27.0,Female,Chennai,Silver,2022-09-10
CUST_1195,Customer_195,39.0,Female,BANGALORE,Gold,2021-09-09
CUST_1196,Customer_196,42.0,Other,Pune,Silver,2023-01-08
CUST_1197,Customer_197,46.0,Other,Chennai,Gold,2022-05-19
CUST_1198,Customer_198,56.0,Male,Chennai,Silver,2021-06-03
CUST_1199,Customer_199,32.0,,Pune,Gold,2021-08-12
CUST_1200,Customer_200,36.0,Other,Chennai,Gold,2022-08-21
CUST_1201,Customer_201,56.0,Female,Delhi,Platinum,2023-04-26
CUST_1202,Customer_202,63.0,Male,Kolkata,Platinum,2022-11-15
CUST_1203,Customer_203,63.0,Female,Hyderabad,Silver,2021-06-09
CUST_1204,Customer_204,35.0,Other,Bangalore,Gold,2023-12-11
CUST_1205,Customer_205,59.0,Other,Mumbai,Gold,2021-06-21
CUST_1206,Customer_206,20.0,Male,BANGALORE,Gold,2023-09-08
CUST_1207,Customer_207,23.0,Male,Kolkata,Gold,2021-11-28
CUST_1208,Customer_208,39.0,Female,Kolkata,Gold,2021-03-07
CUST_1209,Customer_209,58.0,Female,Pune,Silver,2021-09-28
CUST_1210,Customer_210,63.0,Other,Pune,Platinum,2023-12-21
CUST_1211,Customer_211,48.0,Other,Bangalore,Gold,2022-11-20
CUST_1212,Customer_212,38.0,Other,Hyderabad,Gold,2022-09-21
CUST_1213,Customer_213,25.0,Male,Kolkata,Gold,2024-03-05
CUST_1214,Customer_214,18.0,Male,Chennai,Silver,2023-09-29
CUST_1215,Customer_215,20.0,Male,Pune,Platinum,2021-09-16
CUST_1216,Customer_216,46.0,Female,Chennai,Platinum,2021-11-27
CUST_1217,Customer_217,23.0,Male,Mumbai,Gold,2023-02-22
CUST_1218,Customer_218,50.0,Female,Pune,Silver,2021-09-24
CUST_1219,Customer_219,35.0,Female,Kolkata,Platinum,2023-03-05
CUST_1220,Customer_220,59.0,Female,Bangalore,Platinum,2023-10-28
CUST_1221,Customer_221,66.0,Male,Bangalore,Silver,2023-05-10
CUST_1222,Customer_222,18.0,Other,Kolkata,Platinum,2022-03-15
CUST_1223,Customer_223,39.0,Male,  chennai  ,Silver,2022-07-05
CUST_1224,Customer_224,48.0,Male,Mumbai,Platinum,2021-01-04
CUST_1225,Customer_225,40.0,Male,Bangalore,Silver,2022-11-09
CUST_1226,Customer_226,25.0,Female,Bangalore,Gold,2021-11-03
CUST_1227,Customer_227,46.0,Other,Bangalore,Platinum,2022-04-07
CUST_1228,Customer_228,61.0,,Pune,Platinum,2024-02-11
CUST_1229,Customer_229,68.0,Male,Mumbai,Platinum,2021-04-27
CUST_1230,Customer_230,63.0,Female,Pune,Silver,2022-07-17
CUST_1231,Customer_231,36.0,Male,Mumbai,Platinum,2023-08-30
CUST_1232,Customer_232,66.0,Male,Hyderabad,Platinum,2023-11-05
CUST_1233,Customer_233,33.0,Female,Bangalore,Silver,2021-07-20
CUST_1234,Customer_234,36.0,Male,BANGALORE,Platinum,2021-05-04
CUST_1235,Customer_235,54.0,Other,Delhi,Platinum,2021-06-05
CUST_1236,Customer_236,39.0,Female,  chennai  ,Silver,2022-02-13
CUST_1237,Customer_237,36.0,Other,Bangalore,Silver,2022-04-11
CUST_1238,Customer_238,21.0,Male,Chennai,Silver,2023-01-24
CUST_1239,Customer_239,22.0,Female,Kolkata,Platinum,2024-04-02
CUST_1240,Customer_240,22.0,Female,Delhi,Gold,2023-02-11
CUST_1241,Customer_241,42.0,Male,Chennai,Silver,2023-04-17
CUST_1242,Customer_242,41.0,Other,Hyderabad,Platinum,2023-10-01
CUST_1243,Customer_243,18.0,Male,Bangalore,Gold,2023-01-20
CUST_1244,Customer_244,67.0,Female,Kolkata,Gold,2022-01-29
CUST_1245,Customer_245,45.0,Female,Hyderabad,Silver,2021-02-19
CUST_1246,Customer_246,64.0,Female,Pune,Silver,2022-12-26
CUST_1247,Customer_247,38.0,Male,Hyderabad,Silver,2021-05-24
CUST_1248,Customer_248,36.0,Male,Mumbai,Silver,2021-06-15
CUST_1249,Customer_249,40.0,Male,Bangalore,Silver,2023-12-27
CUST_1250,Customer_250,31.0,Other,Mumbai,Platinum,2023-11-10
CUST_1251,Customer_251,23.0,Other,Hyderabad,Platinum,2022-09-15
CUST_1252,Customer_252,49.0,Other,Chennai,Silver,2021-03-10
CUST_1253,Customer_253,,Female,Bangalore,Platinum,2022-03-30
CUST_1254,Customer_254,49.0,Other,Bangalore,Silver,2021-01-25
CUST_1255,Customer_255,25.0,Female,Delhi,Silver,2021-11-06
CUST_1256,Customer_256,54.0,Other,Chennai,Gold,2021-01-12
CUST_1257,Customer_257,39.0,Other,Pune,Silver,2022-07-31
CUST_1258,Customer_258,25.0,Female,Chennai,Gold,2022-11-25
CUST_1259,Customer_259,55.0,Male,Hyderabad,Platinum,2021-08-22
CUST_1260,Customer_260,27.0,Other,Hyderabad,Silver,2023-04-15
CUST_1261,Customer_261,20.0,Female,Hyderabad,Gold,2023-07-06
CUST_1262,Customer_262,30.0,Male,Delhi,Gold,2024-03-02
CUST_1263,Customer_263,56.0,Male,Chennai,Platinum,2022-08-14
CUST_1264,Customer_264,47.0,Male,Mumbai,Gold,2023-04-29
CUST_1265,Customer_265,21.0,Female,Chennai,Silver,2022-09-05
CUST_1266,Customer_266,62.0,Other,Mumbai,Silver,2021-06-01
CUST_1267,Customer_267,23.0,Other,Bangalore,Gold,2021-08-04
CUST_1268,Customer_268,33.0,Other,Mumbai,Silver,2022-10-21
CUST_1269,Customer_269,39.0,Male,Kolkata,Silver,2021-11-06
CUST_1270,Customer_270,44.0,Other,Bangalore,Gold,2021-05-29
CUST_1271,Customer_271,38.0,Female,Pune,Platinum,2021-12-03
CUST_1272,Customer_272,46.0,Other,Pune,Platinum,2022-05-22
CUST_1273,Customer_273,18.0,Other,Kolkata,Silver,2023-08-29
CUST_1274,Customer_274,47.0,Other,Hyderabad,Gold,2023-10-03
CUST_1275,Customer_275,41.0,Other,Kolkata,Silver,2022-03-10
CUST_1276,Customer_276,30.0,Female,Chennai,Silver,2024-03-20
CUST_1277,Customer_277,47.0,Other,Hyderabad,Gold,2021-07-23
CUST_1278,Customer_278,43.0,Male,BANGALORE,Platinum,2022-04-09
CUST_1279,Customer_279,51.0,Other,  chennai  ,Silver,2023-09-01
CUST_1280,Customer_280,37.0,Male,Chennai,Platinum,2021-11-23
CUST_1281,Customer_281,68.0,Male,Mumbai,Silver,2021-05-29
CUST_1282,Customer_282,23.0,Male,Chennai,Gold,2021-02-04
CUST_1283,Customer_283,60.0,Female,Kolkata,Gold,2021-01-01
CUST_1284,Customer_284,66.0,Male,Kolkata,Platinum,2022-04-13
CUST_1285,Customer_285,26.0,Male,Kolkata,Silver,2022-08-27
CUST_1286,Customer_286,54.0,Other,Kolkata,Gold,2022-04-11
CUST_1287,Customer_287,54.0,Female,Bangalore,Silver,2022-03-27
CUST_1288,Customer_288,33.0,Female,Mumbai,Silver,2022-08-26
CUST_1289,Customer_289,21.0,Female,Kolkata,Platinum,2021-03-11
CUST_1290,Customer_290,49.0,Male,Hyderabad,Silver,2021-09-14
CUST_1291,Customer_291,37.0,Male,Hyderabad,Silver,2023-05-17
CUST_1292,Customer_292,46.0,Male,Hyderabad,Platinum,2023-10-18
CUST_1293,Customer_293,48.0,Other,Hyderabad,Gold,2021-04-02
CUST_1294,Customer_294,62.0,Male,BANGALORE,Silver,2022-08-17
CUST_1295,Customer_295,34.0,Female,  chennai  ,Silver,2022-01-07
CUST_1296,Customer_296,58.0,Other,Delhi,Gold,2023-06-12
CUST_1297,Customer_297,42.0,Other,Delhi,Platinum,2021-04-09
CUST_1298,Customer_298,62.0,Female,  chennai  ,Gold,2022-05-25
CUST_1299,Customer_299,33.0,Male,Delhi,Silver,2023-09-13
CUST_1300,Customer_300,37.0,Other,Pune,Silver,2023-08-27
CUST_1301,Customer_301,59.0,Female,Kolkata,Platinum,2023-08-20
CUST_1302,Customer_302,27.0,Male,Delhi,Platinum,2021-09-03
CUST_1303,Customer_303,69.0,Other,Chennai,Gold,2023-03-12
CUST_1304,Customer_304,65.0,Other,Pune,Platinum,2021-10-06
CUST_1305,Customer_305,40.0,Other,Mumbai,Gold,2023-02-13
CUST_1306,Customer_306,69.0,Other,Hyderabad,Gold,2023-05-03
CUST_1307,Customer_307,50.0,Other,Chennai,Silver,2022-03-07
CUST_1308,Customer_308,60.0,Male,Pune,Gold,2022-03-18
CUST_1309,Customer_309,30.0,Female,Kolkata,Gold,2021-09-22
CUST_1310,Customer_310,42.0,Other,Bangalore,Platinum,2022-05-30
CUST_1311,Customer_311,67.0,Female,Hyderabad,Platinum,2022-03-21
CUST_1312,Customer_312,54.0,Female,Mumbai,Silver,2021-08-11
CUST_1313,Customer_313,53.0,Female,Mumbai,Silver,2023-02-01
CUST_1314,Customer_314,41.0,Male,Kolkata,Silver,2021-07-11
CUST_1315,Customer_315,23.0,Female,Kolkata,Gold,2022-07-12
CUST_1316,Customer_316,32.0,Female,Bangalore,Platinum,2023-03-18
CUST_1317,Customer_317,51.0,Female,Hyderabad,Gold,2021-09-26
CUST_1318,Customer_318,21.0,Other,Delhi,Silver,2023-12-01
CUST_1319,Customer_319,31.0,Other,Hyderabad,Platinum,2022-10-13
CUST_1320,Customer_320,21.0,Female,Hyderabad,Gold,2021-02-10
CUST_1321,Customer_321,45.0,Male,Mumbai,Platinum,2024-04-13
CUST_1322,Customer_322,46.0,Other,Bangalore,Gold,2022-03-09
CUST_1323,Customer_323,35.0,Other,  chennai  ,Silver,2023-03-14
CUST_1324,Customer_324,37.0,Female,Chennai,Gold,2023-07-20
CUST_1325,Customer_325,65.0,Female,Chennai,Gold,2021-11-19
CUST_1326,Customer_326,58.0,Male,Kolkata,Silver,2023-06-19
CUST_1327,Customer_327,49.0,Other,Bangalore,Silver,2024-01-23
CUST_1328,Customer_328,25.0,Female,Delhi,Gold,2023-05-14
CUST_1329,Customer_329,60.0,Other,Pune,Gold,2023-05-31
CUST_1330,Customer_330,63.0,Female,Hyderabad,Gold,2021-12-06
CUST_1331,Customer_331,66.0,,Pune,Silver,2022-02-24
CUST_1332,Customer_332,30.0,Male,Hyderabad,Silver,2022-07-22
CUST_1333,Customer_333,57.0,Other,Mumbai,Silver,2023-01-13
CUST_1334,Customer_334,63.0,Other,Hyderabad,Platinum,2021-09-17
CUST_1335,Customer_335,60.0,Female,Pune,Platinum,2023-01-02
CUST_1336,Customer_336,26.0,Male,Delhi,Silver,2022-11-11
CUST_1337,Customer_337,57.0,Male,Hyderabad,Platinum,2022-11-14
CUST_1338,Customer_338,63.0,Male,Hyderabad,Platinum,2023-10-08
CUST_1339,Customer_339,64.0,Other,Kolkata,Gold,2023-06-15
CUST_1340,Customer_340,50.0,Female,Mumbai,Gold,2023-07-21
CUST_1341,Customer_341,29.0,Female,BANGALORE,Gold,2022-04-26
CUST_1342,Customer_342,54.0,Male,Chennai,Platinum,2021-10-18
CUST_1343,Customer_343,42.0,Male,Kolkata,Platinum,2023-03-12
CUST_1344,Customer_344,63.0,Male,Delhi,Gold,2022-10-09
CUST_1345,Customer_345,42.0,Other,Bangalore,Gold,2021-04-15
CUST_1346,Customer_346,33.0,Female,Bangalore,Silver,2021-07-09
CUST_1347,Customer_347,68.0,Male,Mumbai,Platinum,2022-01-12
CUST_1348,Customer_348,33.0,Male,Pune,Gold,2022-11-14
CUST_1349,Customer_349,56.0,Female,Pune,Gold,2023-11-08
CUST_1350,Customer_350,,Other,Hyderabad,Gold,2021-09-16
CUST_1351,Customer_351,40.0,Other,Mumbai,Platinum,2023-04-07
CUST_1352,Customer_352,25.0,Other,Pune,Gold,2022-01-07
CUST_1353,Customer_353,63.0,Female,Chennai,Gold,2023-09-14
CUST_1354,Customer_354,69.0,Other,Kolkata,Gold,2023-04-12
CUST_1355,Customer_355,20.0,Male,Delhi,Gold,2023-08-27
CUST_1356,Customer_356,41.0,Other,Bangalore,Gold,2022-08-16
CUST_1357,Customer_357,60.0,Female,Kolkata,Silver,2021-03-01
CUST_1358,Customer_358,39.0,Other,Hyderabad,Gold,2021-04-15
CUST_1359,Customer_359,31.0,Female,Kolkata,Silver,2023-05-27
CUST_1360,Customer_360,39.0,Female,Bangalore,Platinum,2023-12-06
CUST_1361,Customer_361,51.0,Other,Chennai,Platinum,2022-10-06
CUST_1362,Customer_362,53.0,Male,Hyderabad,Platinum,2021-09-24
CUST_1363,Customer_363,48.0,Female,Chennai,Platinum,2023-08-14
CUST_1364,Customer_364,38.0,Other,Bangalore,Platinum,2024-02-04
CUST_1365,Customer_365,22.0,,Bangalore,Gold,2024-03-18
CUST_1366,Customer_366,36.0,Other,Chennai,Gold,2021-10-07
CUST_1367,Customer_367,59.0,Male,Hyderabad,Platinum,2022-06-09
CUST_1368,Customer_368,38.0,Female,Chennai,Gold,2023-05-14
CUST_1369,Customer_369,19.0,Male,Hyderabad,Silver,2021-01-26
CUST_1370,Customer_370,20.0,Male,Mumbai,Silver,2022-07-06
CUST_1371,Customer_371,64.0,Male,Mumbai,Gold,2023-03-09
CUST_1372,Customer_372,68.0,Male,Hyderabad,Platinum,2023-12-24
CUST_1373,Customer_373,47.0,Male,Chennai,Platinum,2021-04-21
CUST_1374,Customer_374,51.0,Other,Kolkata,Silver,2024-01-17
CUST_1375,Customer_375,42.0,Male,Kolkata,Gold,2022-02-26
CUST_1376,Customer_376,52.0,Other,Hyderabad,Silver,2023-06-24
